Chromosome	start	end	transition	aneuploidy	index	callType
chr5	95954103	95954231	WC->CC	2	ERR2265998.mdup	filt-walker
chr6	9320000	9520000	WC->CC	2	ERR2265998.mdup	filt-200k
chr6	97096707	97108681	CC->WC	2	ERR2265998.mdup	filt-walker
chr6	155141223	155162619	WC->CC	2	ERR2265998.mdup	filt-walker
chr7	31577406	31592605	CC->WC	2	ERR2265998.mdup	filt-walker
chr8	7926180	8216655	WC->WW	2	ERR2265998.mdup	filt-walker
chr8	11514019	11516474	WW->WC	2	ERR2265998.mdup	filt-walker
chr8	47560000	47760000	WC->CC	2	ERR2265998.mdup	filt-200k
chr9	70515112	70529564	WC->WW	2	ERR2265998.mdup	filt-walker
chr12	24290516	24304329	WW->WC	2	ERR2265998.mdup	filt-walker
chr12	48985894	48993043	WC->CC	2	ERR2265998.mdup	filt-walker
chr12	64091364	64099665	CC->WC	2	ERR2265998.mdup	filt-walker
chr12	98790655	98827694	WC->WW	2	ERR2265998.mdup	filt-walker
chr14	87430754	87431006	WC->CC	2	ERR2265998.mdup	filt-walker
chr17	40845526	40857638	WC->WW	2	ERR2265998.mdup	filt-walker
chr18	32419441	32428270	WW->WC	2	ERR2265998.mdup	filt-walker
chr19	35835564	35844710	WC->WW	2	ERR2265998.mdup	filt-walker
chrX	49042247	49055637	WW->WC	2	ERR2265998.mdup	filt-walker
chrX	95964476	95966549	WC->CC	2	ERR2265998.mdup	filt-walker
chrX	147810637	147821114	CC->WC	2	ERR2265998.mdup	filt-walker
chr1	16796800	16850529	WC->WW	2	ERR2265999.mdup	filt-walker
chr3	11691448	11695696	WW->WC	2	ERR2265999.mdup	filt-walker
chr3	150708229	150720848	WC->CC	2	ERR2265999.mdup	filt-walker
chr3	156481975	156495676	CC->WC	2	ERR2265999.mdup	filt-walker
chr4	32222221	32232886	CC->WC	2	ERR2265999.mdup	filt-walker
chr5	144082488	144087811	WC->CC	2	ERR2265999.mdup	filt-walker
chr6	127277147	127291113	WW->WC	2	ERR2265999.mdup	filt-walker
chr7	51380666	51382515	WC->WW	2	ERR2265999.mdup	filt-walker
chr7	122557655	122575558	WW->WC	2	ERR2265999.mdup	filt-walker
chr8	7915142	8118758	WC->CC	2	ERR2265999.mdup	filt-walker
chr8	12037286	12125246	CC->WC	2	ERR2265999.mdup	filt-walker
chr9	114217147	114217495	CC->WC	2	ERR2265999.mdup	filt-walker
chr10	50277315	50283207	WC->WW	2	ERR2265999.mdup	filt-walker
chr10	97338210	97348230	WW->WC	2	ERR2265999.mdup	filt-walker
chr11	87638283	87660294	CC->WC	2	ERR2265999.mdup	filt-walker
chr12	85741180	85766813	WC->CC	2	ERR2265999.mdup	filt-walker
chr13	34194956	34207982	CC->WC	2	ERR2265999.mdup	filt-walker
chr15	86050170	86054450	WC->CC	2	ERR2265999.mdup	filt-walker
chr20	6284335	6295207	WW->WC	2	ERR2265999.mdup	filt-walker
chr20	35480140	35489298	WC->WW	2	ERR2265999.mdup	filt-walker
chrX	104000000	104200000	WC->WW	2	ERR2265999.mdup	filt-200k
chr1	35887346	35887678	WC->WW	2	ERR2266000.mdup	filt-walker
chr1	61000929	61000963	WW->WC	2	ERR2266000.mdup	filt-walker
chr2	150572648	150594603	WC->WW	2	ERR2266000.mdup	filt-walker
chr2	160719885	160744305	WW->WC	2	ERR2266000.mdup	filt-walker
chr3	17196603	17235164	CC->WC	2	ERR2266000.mdup	filt-walker
chr3	50174877	50175457	WC->WW	2	ERR2266000.mdup	filt-walker
chr4	128022054	128024328	CC->WC	2	ERR2266000.mdup	filt-walker
chr4	172245279	172272393	WC->CC	2	ERR2266000.mdup	filt-walker
chr5	50057515	50166268	CC->WC	2	ERR2266000.mdup	filt-walker
chr5	65155671	65170533	WC->WW	2	ERR2266000.mdup	filt-walker
chr5	143623919	143642792	WW->WC	2	ERR2266000.mdup	filt-walker
chr6	8047840	8069129	WW->WC	2	ERR2266000.mdup	filt-walker
chr7	16638335	16642592	WW->WC	2	ERR2266000.mdup	filt-walker
chr7	56194205	56197866	WC->CC	2	ERR2266000.mdup	filt-walker
chr7	76165418	76185860	CC->WC	2	ERR2266000.mdup	filt-walker
chr7	123251633	123254489	WC->CC	2	ERR2266000.mdup	filt-walker
chr7	142528795	142537491	CC->WC	2	ERR2266000.mdup	filt-walker
chr8	6749413	6753317	WW->WC	2	ERR2266000.mdup	filt-walker
chr8	25654671	25667203	WC->WW	2	ERR2266000.mdup	filt-walker
chr9	11703183	11737321	WW->WC	2	ERR2266000.mdup	filt-walker
chr9	106786398	106796881	WC->CC	2	ERR2266000.mdup	filt-walker
chr11	46446622	46496564	WC->WW	2	ERR2266000.mdup	filt-walker
chr11	83182715	83200931	WW->WC	2	ERR2266000.mdup	filt-walker
chr12	29665766	29689344	WC->CC	2	ERR2266000.mdup	filt-walker
chr12	51976984	51984088	CC->WC	2	ERR2266000.mdup	filt-walker
chr12	61400898	61409362	WC->WW	2	ERR2266000.mdup	filt-walker
chr12	122464990	122520746	WW->WC	2	ERR2266000.mdup	filt-walker
chr13	19677496	19717735	WC->WW	2	ERR2266000.mdup	filt-walker
chr14	59302408	59317007	WC->CC	2	ERR2266000.mdup	filt-walker
chr14	70117340	70131891	CC->WC	2	ERR2266000.mdup	filt-walker
chr15	77527591	77527842	WW->WC	2	ERR2266000.mdup	filt-walker
chr16	34427569	34572256	CC->WC	2	ERR2266000.mdup	filt-walker
chr17	18387560	18635006	WC->WW	2	ERR2266000.mdup	filt-walker
chr17	20830018	20855164	WW->WC	2	ERR2266000.mdup	filt-walker
chr19	35679963	35693674	CC->WC	2	ERR2266000.mdup	filt-walker
chr19	39164815	39170754	WC->WW	2	ERR2266000.mdup	filt-walker
chr22	22927110	22932741	CC->WC	2	ERR2266000.mdup	filt-walker
chr2	28406534	28413946	WC->CC	2	ERR2266001.mdup	filt-walker
chr2	45108298	45383263	CC->WC	2	ERR2266001.mdup	filt-walker
chr2	150726387	150771128	WC->CC	2	ERR2266001.mdup	filt-walker
chr3	67554932	67616267	WC->WW	2	ERR2266001.mdup	filt-walker
chr3	116875668	116988514	WW->WC	2	ERR2266001.mdup	filt-walker
chr5	96506822	96507217	WW->WC	2	ERR2266001.mdup	filt-walker
chr5	113092710	113114644	WC->CC	2	ERR2266001.mdup	filt-walker
chr5	146149963	146173097	CC->WC	2	ERR2266001.mdup	filt-walker
chr6	151068145	151074922	WW->WC	2	ERR2266001.mdup	filt-walker
chr7	85317677	85412550	WC->WW	2	ERR2266001.mdup	filt-walker
chr7	101605333	101689317	WW->WC	2	ERR2266001.mdup	filt-walker
chr8	90467835	90567112	WC->WW	2	ERR2266001.mdup	filt-walker
chr9	36160000	36520000	WC->CC	2	ERR2266001.mdup	filt-360k
chr12	48375200	48379272	CC->WC	2	ERR2266001.mdup	filt-walker
chr12	52899614	52916870	WC->WW	2	ERR2266001.mdup	filt-walker
chr12	65102317	65134268	WW->WC	2	ERR2266001.mdup	filt-walker
chr12	74222539	74723628	WC->WW	2	ERR2266001.mdup	filt-walker
chr12	112912232	112963502	WW->WC	2	ERR2266001.mdup	filt-walker
chr17	37820339	37828897	WC->CC	2	ERR2266001.mdup	filt-walker
chr17	43357254	43442970	CC->WC	2	ERR2266001.mdup	filt-walker
chr18	48682498	48738776	CC->WC	2	ERR2266001.mdup	filt-walker
chr19	13230063	13394481	WC->CC	2	ERR2266001.mdup	filt-walker
chr19	23208106	23297061	CC->WC	2	ERR2266001.mdup	filt-walker
chrX	73902611	73913003	WC->CC	2	ERR2266001.mdup	filt-walker
chrX	102339271	102566140	CC->WC	2	ERR2266001.mdup	filt-walker
chrX	121659575	121716555	WC->WW	2	ERR2266001.mdup	filt-walker
chr1	90194639	90198214	WC->CC	2	ERR2266002.mdup	filt-walker
chr1	146046048	146186055	CC->WC	2	ERR2266002.mdup	filt-walker
chr1	209098035	209099484	WC->CC	2	ERR2266002.mdup	filt-walker
chr1	223039776	223039899	CC->WC	2	ERR2266002.mdup	filt-walker
chr1	230603186	230605212	WC->WW	2	ERR2266002.mdup	filt-walker
chr1	246066546	246066616	WW->WC	2	ERR2266002.mdup	filt-walker
chr2	130649560	130689078	WC->CC	2	ERR2266002.mdup	filt-walker
chr2	143225683	143229198	CC->WC	2	ERR2266002.mdup	filt-walker
chr2	144729420	144729971	WC->WW	2	ERR2266002.mdup	filt-walker
chr2	150355289	150357960	WW->WC	2	ERR2266002.mdup	filt-walker
chr2	152624000	152664000	WC->CC	2	ERR2266002.mdup	filt-40k
chr2	160590145	160598073	CC->WC	2	ERR2266002.mdup	filt-walker
chr3	27591591	27593925	CC->WC	2	ERR2266002.mdup	filt-walker
chr3	29774326	29786653	WC->WW	2	ERR2266002.mdup	filt-walker
chr3	57700943	57720690	WW->WC	2	ERR2266002.mdup	filt-walker
chr3	153897184	153901212	WC->WW	2	ERR2266002.mdup	filt-walker
chr4	76649736	76649968	WW->WC	2	ERR2266002.mdup	filt-walker
chr4	103133572	103133945	WC->WW	2	ERR2266002.mdup	filt-walker
chr5	7371039	7372860	CC->WC	2	ERR2266002.mdup	filt-walker
chr5	32008000	32048000	WC->CC	2	ERR2266002.mdup	filt-40k
chr6	44053006	44057512	CC->WC	2	ERR2266002.mdup	filt-walker
chr6	47817077	47818343	WC->WW	2	ERR2266002.mdup	filt-walker
chr6	106310768	106312669	WW->WC	2	ERR2266002.mdup	filt-walker
chr6	119588513	119589009	WC->CC	2	ERR2266002.mdup	filt-walker
chr7	47288635	47289504	WC->CC	2	ERR2266002.mdup	filt-walker
chr7	70776000	70816000	CC->WC	2	ERR2266002.mdup	filt-40k
chr7	140710463	140718015	WC->WW	2	ERR2266002.mdup	filt-walker
chr8	12388741	12521901	CC->WC	2	ERR2266002.mdup	filt-walker
chr8	64040639	64043017	WC->CC	2	ERR2266002.mdup	filt-walker
chr9	36849261	36849522	WC->CC	2	ERR2266002.mdup	filt-walker
chr9	126916867	126919020	CC->WC	2	ERR2266002.mdup	filt-walker
chr10	7157118	7165844	WC->WW	2	ERR2266002.mdup	filt-walker
chr10	76550597	76551127	WW->WC	2	ERR2266002.mdup	filt-walker
chr10	111525045	111531719	WC->CC	2	ERR2266002.mdup	filt-walker
chr11	26946030	26950031	WW->WC	2	ERR2266002.mdup	filt-walker
chr11	69182176	69183724	WC->CC	2	ERR2266002.mdup	filt-walker
chr11	123099837	123107958	CC->WC	2	ERR2266002.mdup	filt-walker
chr12	63227247	63227317	WW->WC	2	ERR2266002.mdup	filt-walker
chr12	102950742	102954377	WC->CC	2	ERR2266002.mdup	filt-walker
chr12	108527687	108528184	CC->WC	2	ERR2266002.mdup	filt-walker
chr13	18338379	18417088	WC->CC	2	ERR2266002.mdup	filt-walker
chr13	63468334	63481359	CC->WC	2	ERR2266002.mdup	filt-walker
chr13	65151588	65162384	WC->WW	2	ERR2266002.mdup	filt-walker
chr13	91399743	91412073	WW->WC	2	ERR2266002.mdup	filt-walker
chr13	95279997	95281649	WC->WW	2	ERR2266002.mdup	filt-walker
chr14	68871186	68881244	WW->WC	2	ERR2266002.mdup	filt-walker
chr16	4461287	4464253	WC->CC	2	ERR2266002.mdup	filt-walker
chr16	30314924	30325494	CC->WC	2	ERR2266002.mdup	filt-walker
chr17	16833084	16835439	WC->WW	2	ERR2266002.mdup	filt-walker
chr17	18495983	18568758	WW->WC	2	ERR2266002.mdup	filt-walker
chr17	38426120	38434250	WC->WW	2	ERR2266002.mdup	filt-walker
chr17	44122795	44135143	WW->WC	2	ERR2266002.mdup	filt-walker
chr17	50987182	51003505	WC->WW	2	ERR2266002.mdup	filt-walker
chr17	58795145	58814194	WW->WC	2	ERR2266002.mdup	filt-walker
chr18	5680812	5690439	WW->WC	2	ERR2266002.mdup	filt-walker
chr19	38203213	38211329	CC->WC	2	ERR2266002.mdup	filt-walker
chr20	41938814	41940951	WC->CC	2	ERR2266002.mdup	filt-walker
chr20	49099259	49106070	CC->WC	2	ERR2266002.mdup	filt-walker
chrX	48916171	48916401	WC->CC	2	ERR2266002.mdup	filt-walker
chr1	43951645	43958457	WW->WC	2	ERR2266003.mdup	filt-walker
chr1	177173930	177181864	WC->WW	2	ERR2266003.mdup	filt-walker
chr2	48978257	48986762	WC->CC	2	ERR2266003.mdup	filt-walker
chr2	127430483	127449598	CC->WC	2	ERR2266003.mdup	filt-walker
chr2	177679081	177686156	WC->CC	2	ERR2266003.mdup	filt-walker
chr2	236547032	236548497	CC->WC	2	ERR2266003.mdup	filt-walker
chr3	9592692	9593957	WW->WC	2	ERR2266003.mdup	filt-walker
chr3	59996968	60007514	WC->CC	2	ERR2266003.mdup	filt-walker
chr3	60560158	60560542	CC->WC	2	ERR2266003.mdup	filt-walker
chr3	105996937	106002026	WC->WW	2	ERR2266003.mdup	filt-walker
chr3	118896223	118902273	WW->WC	2	ERR2266003.mdup	filt-walker
chr3	121105060	121112934	WC->CC	2	ERR2266003.mdup	filt-walker
chr3	138666915	138668806	CC->WC	2	ERR2266003.mdup	filt-walker
chr4	16654390	16661966	WC->WW	2	ERR2266003.mdup	filt-walker
chr4	182832712	182834602	WW->WC	2	ERR2266003.mdup	filt-walker
chr5	111332100	111334701	WW->WC	2	ERR2266003.mdup	filt-walker
chr6	138221078	138247037	CC->WC	2	ERR2266003.mdup	filt-walker
chr6	159098726	159109637	WC->WW	2	ERR2266003.mdup	filt-walker
chr7	15654353	15668792	WC->CC	2	ERR2266003.mdup	filt-walker
chr7	40294230	40301971	CC->WC	2	ERR2266003.mdup	filt-walker
chr7	113591995	113612685	WC->CC	2	ERR2266003.mdup	filt-walker
chr8	7336276	7358392	WW->WC	2	ERR2266003.mdup	filt-walker
chr8	12597025	12599451	WC->WW	2	ERR2266003.mdup	filt-walker
chr8	30809232	30830195	WW->WC	2	ERR2266003.mdup	filt-walker
chr8	128838053	128843742	WC->WW	2	ERR2266003.mdup	filt-walker
chr9	15769979	15780717	WC->CC	2	ERR2266003.mdup	filt-walker
chr9	86017591	86018335	CC->WC	2	ERR2266003.mdup	filt-walker
chr10	113982153	113994917	CC->WC	2	ERR2266003.mdup	filt-walker
chr11	10909220	10913612	CC->WC	2	ERR2266003.mdup	filt-walker
chr11	30176468	30205866	WC->CC	2	ERR2266003.mdup	filt-walker
chr11	65908005	65908242	CC->WC	2	ERR2266003.mdup	filt-walker
chr12	43303181	43313336	WW->WC	2	ERR2266003.mdup	filt-walker
chr13	25769405	25775955	CC->WC	2	ERR2266003.mdup	filt-walker
chr13	33356961	33357178	WC->WW	2	ERR2266003.mdup	filt-walker
chr13	77059304	77076325	WW->WC	2	ERR2266003.mdup	filt-walker
chr14	73128161	73145972	CC->WC	2	ERR2266003.mdup	filt-walker
chr15	63117828	63121462	WC->CC	2	ERR2266003.mdup	filt-walker
chr16	14665214	14668229	CC->WC	2	ERR2266003.mdup	filt-walker
chr17	37848873	37857294	WC->WW	2	ERR2266003.mdup	filt-walker
chr17	43221639	43223644	WW->WC	2	ERR2266003.mdup	filt-walker
chr18	24774767	24782505	CC->WC	2	ERR2266003.mdup	filt-walker
chr18	41070263	41084008	WC->CC	2	ERR2266003.mdup	filt-walker
chr19	39137274	39140352	WC->WW	2	ERR2266003.mdup	filt-walker
chr19	47222324	47250577	WW->WC	2	ERR2266003.mdup	filt-walker
chr19	50764419	50779964	WC->WW	2	ERR2266003.mdup	filt-walker
chr20	13693483	13699298	WC->CC	2	ERR2266003.mdup	filt-walker
chr20	24657731	24666038	CC->WC	2	ERR2266003.mdup	filt-walker
chr1	16850479	16869376	WC->CC	2	ERR2266004.mdup	filt-walker
chr1	36883843	36890492	CC->WC	2	ERR2266004.mdup	filt-walker
chr1	53191312	53195902	WC->CC	2	ERR2266004.mdup	filt-walker
chr1	227550864	227554729	CC->WC	2	ERR2266004.mdup	filt-walker
chr2	54660048	54668241	WW->WC	2	ERR2266004.mdup	filt-walker
chr2	69547141	69561176	WC->WW	2	ERR2266004.mdup	filt-walker
chr2	101733624	101735643	WW->WC	2	ERR2266004.mdup	filt-walker
chr2	110839919	110847729	WC->WW	2	ERR2266004.mdup	filt-walker
chr3	20577717	20578687	WC->WW	2	ERR2266004.mdup	filt-walker
chr3	37013479	37020719	WW->WC	2	ERR2266004.mdup	filt-walker
chr3	189391581	189394971	WC->CC	2	ERR2266004.mdup	filt-walker
chr4	122009873	122013053	WC->WW	2	ERR2266004.mdup	filt-walker
chr5	64925282	64929976	WW->WC	2	ERR2266004.mdup	filt-walker
chr6	66574054	66591739	WC->WW	2	ERR2266004.mdup	filt-walker
chr6	76996983	77046528	WW->WC	2	ERR2266004.mdup	filt-walker
chr6	161075907	161117443	WC->WW	2	ERR2266004.mdup	filt-walker
chr7	15815562	15815699	WC->CC	2	ERR2266004.mdup	filt-walker
chr8	8174860	8177096	WC->WW	2	ERR2266004.mdup	filt-walker
chr8	12172830	12206234	WW->WC	2	ERR2266004.mdup	filt-walker
chr8	24674396	24679648	WC->WW	2	ERR2266004.mdup	filt-walker
chr9	38810426	38861005	CC->WC	2	ERR2266004.mdup	filt-walker
chr9	118318220	118331748	WC->CC	2	ERR2266004.mdup	filt-walker
chr11	14254396	14254888	WC->WW	2	ERR2266004.mdup	filt-walker
chr11	27620157	27629617	WW->WC	2	ERR2266004.mdup	filt-walker
chr13	30375325	30375473	WC->WW	2	ERR2266004.mdup	filt-walker
chr13	90371358	90377694	WW->WC	2	ERR2266004.mdup	filt-walker
chr15	48828542	48843099	WW->WC	2	ERR2266004.mdup	filt-walker
chr15	59086442	59091021	WC->WW	2	ERR2266004.mdup	filt-walker
chr15	70295247	70297380	WW->WC	2	ERR2266004.mdup	filt-walker
chr18	9773413	9785395	WC->CC	2	ERR2266004.mdup	filt-walker
chr19	38413246	38414979	WC->WW	2	ERR2266004.mdup	filt-walker
chr1	43435396	43436201	WC->WW	2	ERR2266005.mdup	filt-walker
chr1	164922619	164923060	WW->WC	2	ERR2266005.mdup	filt-walker
chr1	172720010	172725066	WC->WW	2	ERR2266005.mdup	filt-walker
chr2	117155456	117171965	WC->WW	2	ERR2266005.mdup	filt-walker
chr2	180465671	180467125	WW->WC	2	ERR2266005.mdup	filt-walker
chr3	93785349	93794578	WC->CC	2	ERR2266005.mdup	filt-walker
chr3	98039411	98055632	CC->WC	2	ERR2266005.mdup	filt-walker
chr3	126671559	126689260	WC->CC	2	ERR2266005.mdup	filt-walker
chr3	149057687	149065201	CC->WC	2	ERR2266005.mdup	filt-walker
chr4	49091235	49091889	CC->WC	2	ERR2266005.mdup	filt-walker
chr4	85743056	85754573	WC->CC	2	ERR2266005.mdup	filt-walker
chr4	181423583	181428798	CC->WC	2	ERR2266005.mdup	filt-walker
chr5	75059151	75066325	CC->WC	2	ERR2266005.mdup	filt-walker
chr6	29487785	29487874	CC->WC	2	ERR2266005.mdup	filt-walker
chr6	152232893	152241861	WC->CC	2	ERR2266005.mdup	filt-walker
chr7	18685163	18708930	WW->WC	2	ERR2266005.mdup	filt-walker
chr7	99929583	99934701	WC->WW	2	ERR2266005.mdup	filt-walker
chr7	123282456	123282549	WW->WC	2	ERR2266005.mdup	filt-walker
chr8	7840000	8160000	WC->CC	2	ERR2266005.mdup	filt-320k
chr8	12544729	12545886	CC->WC	2	ERR2266005.mdup	filt-walker
chr10	8108023	8123650	WW->WC	2	ERR2266005.mdup	filt-walker
chr12	25091241	25128380	CC->WC	2	ERR2266005.mdup	filt-walker
chr12	37120000	37360000	WC->CC	2	ERR2266005.mdup	filt-240k
chr12	51751906	51752435	CC->WC	2	ERR2266005.mdup	filt-walker
chr12	71343921	71359408	WC->CC	2	ERR2266005.mdup	filt-walker
chr13	89525302	89546634	CC->WC	2	ERR2266005.mdup	filt-walker
chr14	37627659	37660651	WC->WW	2	ERR2266005.mdup	filt-walker
chr14	90699661	90726590	WW->WC	2	ERR2266005.mdup	filt-walker
chr15	57856204	57872956	WW->WC	2	ERR2266005.mdup	filt-walker
chr17	35547567	35552182	WW->WC	2	ERR2266005.mdup	filt-walker
chr17	37008349	37014212	WC->CC	2	ERR2266005.mdup	filt-walker
chr18	15746544	15868558	WC->WW	2	ERR2266005.mdup	filt-walker
chr18	25902554	25911101	WW->WC	2	ERR2266005.mdup	filt-walker
chr19	4803983	4811751	CC->WC	2	ERR2266005.mdup	filt-walker
chr19	37399361	37422874	WC->CC	2	ERR2266005.mdup	filt-walker
chrX	47525406	47536412	WC->WW	2	ERR2266005.mdup	filt-walker
chrX	116132798	116138465	WW->WC	2	ERR2266005.mdup	filt-walker
chr1	17251776	17254188	WC->WW	2	ERR2266006.mdup	filt-walker
chr1	66591034	66608148	WW->WC	2	ERR2266006.mdup	filt-walker
chr1	84644180	84652714	WC->CC	2	ERR2266006.mdup	filt-walker
chr3	81595675	81621839	CC->WC	2	ERR2266006.mdup	filt-walker
chr3	196202788	196203521	WC->CC	2	ERR2266006.mdup	filt-walker
chr4	70565317	70576945	WC->WW	2	ERR2266006.mdup	filt-walker
chr4	113425273	113457785	WW->WC	2	ERR2266006.mdup	filt-walker
chr5	17615474	17629816	WC->CC	2	ERR2266006.mdup	filt-walker
chr5	19143316	19154414	CC->WC	2	ERR2266006.mdup	filt-walker
chr7	84200000	84400000	WC->WW	2	ERR2266006.mdup	filt-200k
chr8	7349325	7354088	WW->WC	2	ERR2266006.mdup	filt-walker
chr8	12586464	12587422	WC->WW	2	ERR2266006.mdup	filt-walker
chr11	80353106	80354010	WW->WC	2	ERR2266006.mdup	filt-walker
chr15	41795243	41799401	WW->WC	2	ERR2266006.mdup	filt-walker
chrX	62544648	62572177	WC->CC	2	ERR2266006.mdup	filt-walker
chr1	16553469	16557068	CC->WC	2	ERR2266007.mdup	filt-walker
chr1	58625426	58626848	WC->WW	2	ERR2266007.mdup	filt-walker
chr1	97077445	97099556	WW->WC	2	ERR2266007.mdup	filt-walker
chr1	238387694	238408177	WC->WW	2	ERR2266007.mdup	filt-walker
chr2	70468491	70480764	WW->WC	2	ERR2266007.mdup	filt-walker
chr2	93480000	93760000	WC->WW	2	ERR2266007.mdup	filt-280k
chr2	99636842	99657877	WW->WC	2	ERR2266007.mdup	filt-walker
chr3	112531946	112536169	WC->CC	2	ERR2266007.mdup	filt-walker
chr3	145688674	145706249	CC->WC	2	ERR2266007.mdup	filt-walker
chr4	127324320	127342187	CC->WC	2	ERR2266007.mdup	filt-walker
chr6	57301676	57315163	WC->CC	2	ERR2266007.mdup	filt-walker
chr7	80814488	80838397	CC->WC	2	ERR2266007.mdup	filt-walker
chr7	128932775	128944868	WC->CC	2	ERR2266007.mdup	filt-walker
chr9	99219462	99236952	WC->WW	2	ERR2266007.mdup	filt-walker
chr11	62723201	62743728	WW->WC	2	ERR2266007.mdup	filt-walker
chr11	83220538	83223579	WC->CC	2	ERR2266007.mdup	filt-walker
chr11	105400000	105600000	CC->WC	2	ERR2266007.mdup	filt-200k
chr11	122152026	122162827	WC->CC	2	ERR2266007.mdup	filt-walker
chr13	76879370	76884194	CC->WC	2	ERR2266007.mdup	filt-walker
chr16	83928000	83968000	WC->CC	2	ERR2266007.mdup	filt-40k
chr17	23120000	23360000	WC->CC	2	ERR2266007.mdup	filt-240k
chr20	12223747	12233310	WW->WC	2	ERR2266007.mdup	filt-walker
chrX	45668757	45679188	WC->CC	2	ERR2266007.mdup	filt-walker
chr1	93360287	93397231	WC->CC	2	ERR2266008.mdup	filt-walker
chr1	222880392	222883768	CC->WC	2	ERR2266008.mdup	filt-walker
chr2	40165471	40185110	WC->WW	2	ERR2266008.mdup	filt-walker
chr2	66633116	66635582	WW->WC	2	ERR2266008.mdup	filt-walker
chr2	72035103	72038114	WC->WW	2	ERR2266008.mdup	filt-walker
chr2	202555555	202556252	WW->WC	2	ERR2266008.mdup	filt-walker
chr3	115538337	115563332	WC->CC	2	ERR2266008.mdup	filt-walker
chr3	135113977	135115718	CC->WC	2	ERR2266008.mdup	filt-walker
chr4	26734709	26753371	WW->WC	2	ERR2266008.mdup	filt-walker
chr4	76810186	76821021	WC->WW	2	ERR2266008.mdup	filt-walker
chr4	86449787	86449840	WW->WC	2	ERR2266008.mdup	filt-walker
chr4	168351662	168357193	WC->WW	2	ERR2266008.mdup	filt-walker
chr4	185108188	185131725	WW->WC	2	ERR2266008.mdup	filt-walker
chr5	83873411	83888111	WC->CC	2	ERR2266008.mdup	filt-walker
chr5	98411564	98419302	CC->WC	2	ERR2266008.mdup	filt-walker
chr5	140995875	141002700	WC->CC	2	ERR2266008.mdup	filt-walker
chr6	16040085	16047736	WC->CC	2	ERR2266008.mdup	filt-walker
chr7	11101506	11107182	WC->CC	2	ERR2266008.mdup	filt-walker
chr7	42969186	42973228	CC->WC	2	ERR2266008.mdup	filt-walker
chr8	7400000	7680000	WC->WW	2	ERR2266008.mdup	filt-280k
chr8	12013146	12122616	WW->WC	2	ERR2266008.mdup	filt-walker
chr8	17171257	17176416	WC->CC	2	ERR2266008.mdup	filt-walker
chr8	41688512	41693881	CC->WC	2	ERR2266008.mdup	filt-walker
chr8	49355317	49380229	WC->CC	2	ERR2266008.mdup	filt-walker
chr8	89908236	89914430	CC->WC	2	ERR2266008.mdup	filt-walker
chr8	111548572	111549905	WC->CC	2	ERR2266008.mdup	filt-walker
chr9	27318403	27322020	WW->WC	2	ERR2266008.mdup	filt-walker
chr10	36388783	36409523	WC->WW	2	ERR2266008.mdup	filt-walker
chr10	91294662	91295368	WW->WC	2	ERR2266008.mdup	filt-walker
chr12	6510946	6530258	WC->CC	2	ERR2266008.mdup	filt-walker
chr12	22306037	22321850	CC->WC	2	ERR2266008.mdup	filt-walker
chr12	24858568	24899702	WC->CC	2	ERR2266008.mdup	filt-walker
chr12	64665879	64667064	CC->WC	2	ERR2266008.mdup	filt-walker
chr12	108150264	108154065	WC->WW	2	ERR2266008.mdup	filt-walker
chr12	115925155	115937546	WW->WC	2	ERR2266008.mdup	filt-walker
chr13	39360000	39560000	WC->WW	2	ERR2266008.mdup	filt-200k
chr13	70860409	70898831	WW->WC	2	ERR2266008.mdup	filt-walker
chr13	98847860	98848994	WC->CC	2	ERR2266008.mdup	filt-walker
chr14	67063199	67067577	WC->CC	2	ERR2266008.mdup	filt-walker
chr15	32889271	32889428	WW->WC	2	ERR2266008.mdup	filt-walker
chr16	4375936	4379542	WC->WW	2	ERR2266008.mdup	filt-walker
chr16	14318801	14323668	WW->WC	2	ERR2266008.mdup	filt-walker
chr17	38331134	38332577	WW->WC	2	ERR2266008.mdup	filt-walker
chr17	46560000	46840000	WC->WW	2	ERR2266008.mdup	filt-280k
chr18	42400000	42600000	WC->CC	2	ERR2266008.mdup	filt-200k
chrX	102562844	102566437	WC->CC	2	ERR2266008.mdup	filt-walker
chr1	15971954	15985184	WC->CC	2	ERR2266009.mdup	filt-walker
chr1	110197407	110202432	CC->WC	2	ERR2266009.mdup	filt-walker
chr1	182973275	182985588	WC->CC	2	ERR2266009.mdup	filt-walker
chr2	83877156	83887757	WC->WW	2	ERR2266009.mdup	filt-walker
chr2	95743132	95770014	WW->WC	2	ERR2266009.mdup	filt-walker
chr2	167278237	167284434	WC->CC	2	ERR2266009.mdup	filt-walker
chr2	234686177	234686520	CC->WC	2	ERR2266009.mdup	filt-walker
chr3	108873483	108874156	WC->WW	2	ERR2266009.mdup	filt-walker
chr4	20404202	20425848	WW->WC	2	ERR2266009.mdup	filt-walker
chr4	118879197	118888777	WC->CC	2	ERR2266009.mdup	filt-walker
chr6	22163062	22173962	WC->WW	2	ERR2266009.mdup	filt-walker
chr6	54828269	54830137	WW->WC	2	ERR2266009.mdup	filt-walker
chr7	34759810	34760854	WW->WC	2	ERR2266009.mdup	filt-walker
chr7	110830928	110843585	WC->CC	2	ERR2266009.mdup	filt-walker
chr7	137964835	137968662	CC->WC	2	ERR2266009.mdup	filt-walker
