Chromosome	start	end	transition	aneuploidy	index	callType
chr4	146527336	146528789	WC->WW	2	ERR2266028.mdup	filt-walker
chr5	51415788	51516021	WC->WW	2	ERR2266028.mdup	filt-walker
chr5	79883851	79911400	WW->WC	2	ERR2266028.mdup	filt-walker
chr5	140590974	140669122	WC->CC	2	ERR2266028.mdup	filt-walker
chr10	83175014	83191855	WW->WC	2	ERR2266028.mdup	filt-walker
chr15	85354983	85487980	WC->WW	2	ERR2266028.mdup	filt-walker
chr1	107550311	107603348	CC->WC	2	ERR2266029.mdup	filt-walker
chr1	155742144	155762320	WC->CC	2	ERR2266029.mdup	filt-walker
chr2	41263432	41267099	WW->WC	2	ERR2266029.mdup	filt-walker
chr2	102906538	102925181	WC->WW	2	ERR2266029.mdup	filt-walker
chr3	8249518	8252701	WC->WW	2	ERR2266029.mdup	filt-walker
chr3	161432423	161446530	CC->WC	2	ERR2266029.mdup	filt-walker
chr4	38958685	38958775	WW->WC	2	ERR2266029.mdup	filt-walker
chr4	62616174	62634665	WC->CC	2	ERR2266029.mdup	filt-walker
chr4	109098402	109162699	CC->WC	2	ERR2266029.mdup	filt-walker
chr7	107242127	107242577	WC->CC	2	ERR2266029.mdup	filt-walker
chr9	40978698	41008909	WC->WW	2	ERR2266029.mdup	filt-walker
chr9	87958624	87963897	WW->WC	2	ERR2266029.mdup	filt-walker
chr10	114870805	114886891	CC->WC	2	ERR2266029.mdup	filt-walker
chr12	62307012	62342044	WC->CC	2	ERR2266029.mdup	filt-walker
chr12	110150367	110176196	CC->WC	2	ERR2266029.mdup	filt-walker
chr19	39813504	39849141	CC->WC	2	ERR2266029.mdup	filt-walker
chr1	85544894	85551945	WC->CC	2	ERR2266030.mdup	filt-walker
chr1	195450803	195481640	CC->WC	2	ERR2266030.mdup	filt-walker
chr2	84639072	84646648	WC->CC	2	ERR2266030.mdup	filt-walker
chr2	174742951	174759588	CC->WC	2	ERR2266030.mdup	filt-walker
chr2	195658261	195694284	WC->WW	2	ERR2266030.mdup	filt-walker
chr3	121050013	121075105	CC->WC	2	ERR2266030.mdup	filt-walker
chr6	127797092	127803766	WC->WW	2	ERR2266030.mdup	filt-walker
chr7	28677364	28728550	WW->WC	2	ERR2266030.mdup	filt-walker
chr7	132697279	132707812	WC->CC	2	ERR2266030.mdup	filt-walker
chr8	19751680	19752229	WC->WW	2	ERR2266030.mdup	filt-walker
chr8	110289203	110291638	WW->WC	2	ERR2266030.mdup	filt-walker
chr15	50893260	50908170	WC->CC	2	ERR2266030.mdup	filt-walker
chr17	24824104	24934314	WW->WC	2	ERR2266030.mdup	filt-walker
chr1	121621337	121705295	WW->WC	2	ERR2266031.mdup	filt-walker
chr1	170240816	170267531	WC->CC	2	ERR2266031.mdup	filt-walker
chr1	186170177	186177400	CC->WC	2	ERR2266031.mdup	filt-walker
chr2	66600000	67600000	WC->WW	2	ERR2266031.mdup	filt-1000k
chr3	109665350	109695548	WC->WW	2	ERR2266031.mdup	filt-walker
chr3	192411050	192424758	WW->WC	2	ERR2266031.mdup	filt-walker
chr4	61733095	61733365	WC->WW	2	ERR2266031.mdup	filt-walker
chr4	106130993	106157380	WW->WC	2	ERR2266031.mdup	filt-walker
chr4	126477507	126491207	WC->WW	2	ERR2266031.mdup	filt-walker
chr5	94738483	94770584	CC->WC	2	ERR2266031.mdup	filt-walker
chr6	118630378	118672729	WC->WW	2	ERR2266031.mdup	filt-walker
chr9	67200000	68200000	WC->WW	2	ERR2266031.mdup	filt-1000k
chr9	99966020	100114584	WW->WC	2	ERR2266031.mdup	filt-walker
chr11	92687731	92689676	WW->WC	2	ERR2266031.mdup	filt-walker
chr15	59308296	59309545	WC->WW	2	ERR2266031.mdup	filt-walker
chr2	176621632	176718446	WW->WC	2	ERR2266032.mdup	filt-walker
chr3	112385750	112421097	WW->WC	2	ERR2266032.mdup	filt-walker
chr4	112348618	112361887	CC->WC	2	ERR2266032.mdup	filt-walker
chr5	56540370	56544726	WC->CC	2	ERR2266032.mdup	filt-walker
chr6	44858076	44936692	WC->WW	2	ERR2266032.mdup	filt-walker
chr6	157239356	157239419	WW->WC	2	ERR2266032.mdup	filt-walker
chr7	9651275	9701339	CC->WC	2	ERR2266032.mdup	filt-walker
chr7	77855158	77904807	WC->CC	2	ERR2266032.mdup	filt-walker
chr9	82668604	82671738	WW->WC	2	ERR2266032.mdup	filt-walker
chr11	72240747	72249586	WC->WW	2	ERR2266032.mdup	filt-walker
chr17	16792146	16814700	CC->WC	2	ERR2266032.mdup	filt-walker
chr2	138648484	138649639	WC->WW	2	ERR2266033.mdup	filt-walker
chr2	217273971	217391216	WW->WC	2	ERR2266033.mdup	filt-walker
chr3	57285758	57297609	WW->WC	2	ERR2266033.mdup	filt-walker
chr3	92400000	94200000	WC->CC	2	ERR2266033.mdup	filt-1800k
chr3	169034101	169053077	CC->WC	2	ERR2266033.mdup	filt-walker
chr4	39370649	39527964	WC->CC	2	ERR2266033.mdup	filt-walker
chr4	56569678	56611757	CC->WC	2	ERR2266033.mdup	filt-walker
chr5	16785113	17024671	WC->WW	2	ERR2266033.mdup	filt-walker
chr6	31784343	31874365	WC->WW	2	ERR2266033.mdup	filt-walker
chr8	77699316	77746516	WW->WC	2	ERR2266033.mdup	filt-walker
chr9	86261632	86353987	WW->WC	2	ERR2266033.mdup	filt-walker
chr10	32744516	32802127	CC->WC	2	ERR2266033.mdup	filt-walker
chr10	88608143	88693535	WC->CC	2	ERR2266033.mdup	filt-walker
chr12	48001456	48009277	WC->CC	2	ERR2266033.mdup	filt-walker
chr16	65515140	65600034	WW->WC	2	ERR2266033.mdup	filt-walker
chr2	73891761	73908627	WC->WW	2	ERR2266034.mdup	filt-walker
chr2	193081241	193089339	WW->WC	2	ERR2266034.mdup	filt-walker
chr3	112580172	112603716	CC->WC	2	ERR2266034.mdup	filt-walker
chr4	76148378	76179504	WC->WW	2	ERR2266034.mdup	filt-walker
chr4	173205786	173265324	WW->WC	2	ERR2266034.mdup	filt-walker
chr6	150436574	150444441	CC->WC	2	ERR2266034.mdup	filt-walker
chr7	53495327	53517164	WC->CC	2	ERR2266034.mdup	filt-walker
chr7	106824910	106833831	CC->WC	2	ERR2266034.mdup	filt-walker
chr9	112933415	112939197	WW->WC	2	ERR2266034.mdup	filt-walker
chr10	50145243	50148072	WC->WW	2	ERR2266034.mdup	filt-walker
chr16	34062766	34072544	WW->WC	2	ERR2266034.mdup	filt-walker
chr1	148200000	149400000	WC->CC	2	ERR2266035.mdup	filt-1200k
chr1	172777009	172788818	CC->WC	2	ERR2266035.mdup	filt-walker
chr1	222061727	222061742	WC->WW	2	ERR2266035.mdup	filt-walker
chr2	60775404	60824859	WC->WW	2	ERR2266035.mdup	filt-walker
chr4	94683198	94692490	CC->WC	2	ERR2266035.mdup	filt-walker
chr6	80814379	80824192	CC->WC	2	ERR2266035.mdup	filt-walker
chr8	95206634	95206682	WW->WC	2	ERR2266035.mdup	filt-walker
chr11	54200000	55200000	WC->WW	2	ERR2266035.mdup	filt-1000k
chr11	96284996	96447155	WW->WC	2	ERR2266035.mdup	filt-walker
chr1	98152373	98156286	CC->WC	2	ERR2266036.mdup	filt-walker
chr2	98985481	99042384	WC->WW	2	ERR2266036.mdup	filt-walker
chr2	120069250	120133907	WW->WC	2	ERR2266036.mdup	filt-walker
chr4	135784855	135793600	WC->WW	2	ERR2266036.mdup	filt-walker
chr4	148091457	148096569	WW->WC	2	ERR2266036.mdup	filt-walker
chr5	69559921	70778431	WW->WC	2	ERR2266036.mdup	filt-walker
chr5	83506849	83663434	WC->CC	2	ERR2266036.mdup	filt-walker
chr5	142250105	142253817	CC->WC	2	ERR2266036.mdup	filt-walker
chr6	146088909	146097988	WW->WC	2	ERR2266036.mdup	filt-walker
chr7	65775135	65814973	WC->CC	2	ERR2266036.mdup	filt-walker
chr7	134754100	134759335	CC->WC	2	ERR2266036.mdup	filt-walker
chr11	72840062	72885851	CC->WC	2	ERR2266036.mdup	filt-walker
chr1	114027828	114048334	CC->WC	2	ERR2266037.mdup	filt-walker
chr1	213749719	213751703	WC->CC	2	ERR2266037.mdup	filt-walker
chr2	80013852	80031351	WC->WW	2	ERR2266037.mdup	filt-walker
chr2	202848993	202877833	WW->WC	2	ERR2266037.mdup	filt-walker
chr3	48282166	48317743	CC->WC	2	ERR2266037.mdup	filt-walker
chr3	189616617	189680927	WC->CC	2	ERR2266037.mdup	filt-walker
chr4	28133728	28204063	WC->WW	2	ERR2266037.mdup	filt-walker
chr4	139732289	139732395	WW->WC	2	ERR2266037.mdup	filt-walker
chr5	95912717	95915588	WC->WW	2	ERR2266037.mdup	filt-walker
chr6	34023624	34024599	WW->WC	2	ERR2266037.mdup	filt-walker
chr8	67793001	67809224	WW->WC	2	ERR2266037.mdup	filt-walker
chr9	89996634	90016201	WW->WC	2	ERR2266037.mdup	filt-walker
chr10	50018894	50025449	CC->WC	2	ERR2266037.mdup	filt-walker
chr11	82923029	82923064	WC->CC	2	ERR2266037.mdup	filt-walker
chr11	113693537	113695556	CC->WC	2	ERR2266037.mdup	filt-walker
chr12	15782983	15788464	WW->WC	2	ERR2266037.mdup	filt-walker
chr12	82350418	82358479	WC->CC	2	ERR2266037.mdup	filt-walker
chr12	110548573	110549753	CC->WC	2	ERR2266037.mdup	filt-walker
chr13	97909416	97920290	WC->WW	2	ERR2266037.mdup	filt-walker
chr16	23092087	23105401	WC->WW	2	ERR2266037.mdup	filt-walker
chr17	30589696	30594385	WC->WW	2	ERR2266037.mdup	filt-walker
chr1	27307432	27316919	WC->WW	2	ERR2266038.mdup	filt-walker
chr1	118199002	118203837	WW->WC	2	ERR2266038.mdup	filt-walker
chr3	71977666	71981755	WW->WC	2	ERR2266038.mdup	filt-walker
chr4	24075774	24190689	CC->WC	2	ERR2266038.mdup	filt-walker
chr6	125961676	126027213	WC->WW	2	ERR2266038.mdup	filt-walker
chr7	37432685	37461179	WW->WC	2	ERR2266038.mdup	filt-walker
chr8	42706357	42737205	WC->CC	2	ERR2266038.mdup	filt-walker
chr8	106770315	106810624	CC->WC	2	ERR2266038.mdup	filt-walker
chr9	71297103	71388581	WC->WW	2	ERR2266038.mdup	filt-walker
chr9	89681606	89687241	WW->WC	2	ERR2266038.mdup	filt-walker
chr11	28771467	28813101	WC->WW	2	ERR2266038.mdup	filt-walker
chr12	52203389	52206204	WC->WW	2	ERR2266038.mdup	filt-walker
chr14	42661815	42808345	CC->WC	2	ERR2266038.mdup	filt-walker
chr18	45760000	45960000	CC->WC	2	ERR2266038.mdup	filt-200k
chr1	172559969	172620070	WC->CC	2	ERR2266039.mdup	filt-walker
chr1	198325374	198336871	CC->WC	2	ERR2266039.mdup	filt-walker
chr3	114345258	114353920	WC->WW	2	ERR2266039.mdup	filt-walker
chr3	126681680	126686633	WW->WC	2	ERR2266039.mdup	filt-walker
chr4	39279346	39301477	CC->WC	2	ERR2266039.mdup	filt-walker
chr4	119200000	119400000	WC->WW	2	ERR2266039.mdup	filt-200k
chr5	65285227	65342736	WC->CC	2	ERR2266039.mdup	filt-walker
chr6	73247488	73315002	WW->WC	2	ERR2266039.mdup	filt-walker
chr6	144133430	144152168	WC->CC	2	ERR2266039.mdup	filt-walker
chr8	115657579	115706682	WC->WW	2	ERR2266039.mdup	filt-walker
chr9	38975441	38994390	WW->WC	2	ERR2266039.mdup	filt-walker
chr9	92183174	92186010	WC->WW	2	ERR2266039.mdup	filt-walker
chr10	67663633	67688595	CC->WC	2	ERR2266039.mdup	filt-walker
chr12	75125742	75172850	WC->CC	2	ERR2266039.mdup	filt-walker
chr13	45084915	45109612	WW->WC	2	ERR2266039.mdup	filt-walker
chr14	31240118	31261959	CC->WC	2	ERR2266039.mdup	filt-walker
chr14	73838288	73852911	WC->CC	2	ERR2266039.mdup	filt-walker
chr15	57920000	58120000	WC->WW	2	ERR2266039.mdup	filt-200k
chr1	102243550	102333115	WC->WW	2	ERR2266040.mdup	filt-walker
chr2	64358553	64374192	WW->WC	2	ERR2266040.mdup	filt-walker
chr2	101634770	101674305	WC->CC	2	ERR2266040.mdup	filt-walker
chr4	24917564	24963274	WC->WW	2	ERR2266040.mdup	filt-walker
chr5	37022253	37077123	WW->WC	2	ERR2266040.mdup	filt-walker
chr5	87843900	87981244	WC->WW	2	ERR2266040.mdup	filt-walker
chr6	107208552	107290781	CC->WC	2	ERR2266040.mdup	filt-walker
chr7	52566053	52713308	WW->WC	2	ERR2266040.mdup	filt-walker
chr9	98343404	98426242	WC->WW	2	ERR2266040.mdup	filt-walker
chr10	61967247	62078777	WW->WC	2	ERR2266040.mdup	filt-walker
chr2	26523855	26524229	WC->CC	2	ERR2266041.mdup	filt-walker
chr2	175272171	175299320	CC->WC	2	ERR2266041.mdup	filt-walker
chr3	113280127	113280665	WC->WW	2	ERR2266041.mdup	filt-walker
chr6	129311435	129408610	CC->WC	2	ERR2266041.mdup	filt-walker
chr8	81030560	81043605	WC->CC	2	ERR2266041.mdup	filt-walker
chr9	17626876	17630536	WW->WC	2	ERR2266041.mdup	filt-walker
chr9	108609867	108623704	WC->WW	2	ERR2266041.mdup	filt-walker
chr11	36313597	36325279	WC->CC	2	ERR2266041.mdup	filt-walker
chr11	76240289	76241642	CC->WC	2	ERR2266041.mdup	filt-walker
chr12	45014609	45042332	CC->WC	2	ERR2266041.mdup	filt-walker
chr1	53887479	53892989	CC->WC	2	ERR2266042.mdup	filt-walker
chr1	84876083	84879092	WC->CC	2	ERR2266042.mdup	filt-walker
chr1	170367913	170384858	CC->WC	2	ERR2266042.mdup	filt-walker
chr1	204243519	204250669	WC->WW	2	ERR2266042.mdup	filt-walker
chr2	73454348	73460428	WC->WW	2	ERR2266042.mdup	filt-walker
chr2	196444472	196452657	WW->WC	2	ERR2266042.mdup	filt-walker
chr3	45874441	45874991	WC->CC	2	ERR2266042.mdup	filt-walker
chr3	151307907	151310259	CC->WC	2	ERR2266042.mdup	filt-walker
chr4	55673902	55730970	WW->WC	2	ERR2266042.mdup	filt-walker
chr4	142253824	142276450	WC->CC	2	ERR2266042.mdup	filt-walker
chr7	39408103	39409518	WC->WW	2	ERR2266042.mdup	filt-walker
chr7	54267259	54280008	WW->WC	2	ERR2266042.mdup	filt-walker
chr7	100351935	100353223	WC->WW	2	ERR2266042.mdup	filt-walker
chr8	114414985	114436587	WW->WC	2	ERR2266042.mdup	filt-walker
chr10	57409045	57460156	CC->WC	2	ERR2266042.mdup	filt-walker
chr10	92006084	92064257	WC->CC	2	ERR2266042.mdup	filt-walker
chr11	23441119	23442533	CC->WC	2	ERR2266042.mdup	filt-walker
chr12	97342151	97354884	WW->WC	2	ERR2266042.mdup	filt-walker
chr15	58600264	58674355	WC->WW	2	ERR2266042.mdup	filt-walker
chr1	104216540	104220645	CC->WC	2	ERR2266043.mdup	filt-walker
chr1	211829596	211836671	WC->CC	2	ERR2266043.mdup	filt-walker
chr2	84216384	84223473	WC->WW	2	ERR2266043.mdup	filt-walker
chr2	192000827	192004378	WW->WC	2	ERR2266043.mdup	filt-walker
chr3	60857078	60863240	WC->CC	2	ERR2266043.mdup	filt-walker
chr3	148840400	148842261	CC->WC	2	ERR2266043.mdup	filt-walker
chr4	75980677	75982432	WW->WC	2	ERR2266043.mdup	filt-walker
chr4	104433341	104446542	WC->CC	2	ERR2266043.mdup	filt-walker
chr4	120338560	120392994	CC->WC	2	ERR2266043.mdup	filt-walker
chr4	149380074	149395554	WC->WW	2	ERR2266043.mdup	filt-walker
chr5	14506311	14507461	WW->WC	2	ERR2266043.mdup	filt-walker
chr6	111296819	111309656	WC->WW	2	ERR2266043.mdup	filt-walker
chr8	34022538	34022581	WC->CC	2	ERR2266043.mdup	filt-walker
chr9	15443674	15492429	CC->WC	2	ERR2266043.mdup	filt-walker
chr9	104144247	104203869	WC->WW	2	ERR2266043.mdup	filt-walker
chr10	29739991	29749579	CC->WC	2	ERR2266043.mdup	filt-walker
chr11	120886756	120891342	WW->WC	2	ERR2266043.mdup	filt-walker
chr12	35921134	35955027	CC->WC	2	ERR2266043.mdup	filt-walker
chr12	84569006	84571696	WC->WW	2	ERR2266043.mdup	filt-walker
chr13	84540998	84545975	WW->WC	2	ERR2266043.mdup	filt-walker
chr14	79399935	79401382	CC->WC	2	ERR2266043.mdup	filt-walker
chr17	35297656	35315023	WW->WC	2	ERR2266043.mdup	filt-walker
chr19	31054702	31058279	WC->CC	2	ERR2266043.mdup	filt-walker
chr1	110558182	110570466	WW->WC	2	ERR2266044.mdup	filt-walker
chr1	156074590	156098719	WC->CC	2	ERR2266044.mdup	filt-walker
chr4	49072729	49092093	CC->WC	2	ERR2266044.mdup	filt-walker
chr4	96972823	97015281	WC->CC	2	ERR2266044.mdup	filt-walker
chr4	125686939	125709303	CC->WC	2	ERR2266044.mdup	filt-walker
chr5	141771128	141772320	CC->WC	2	ERR2266044.mdup	filt-walker
chr6	139152989	139226769	WW->WC	2	ERR2266044.mdup	filt-walker
chr10	107136695	107159211	WC->WW	2	ERR2266044.mdup	filt-walker
chr11	49857531	49858374	WC->WW	2	ERR2266044.mdup	filt-walker
chr11	119174504	119181358	WW->WC	2	ERR2266044.mdup	filt-walker
chr12	34275926	34286942	CC->WC	2	ERR2266044.mdup	filt-walker
chr16	51107382	51125798	WC->WW	2	ERR2266044.mdup	filt-walker
chr18	19400000	20800000	CC->WC	2	ERR2266044.mdup	filt-1400k
chr18	44754774	44774631	WC->CC	2	ERR2266044.mdup	filt-walker
chr1	121844489	122182660	CC->WC	2	ERR2266045.mdup	filt-walker
chr1	218285286	218309383	WC->WW	2	ERR2266045.mdup	filt-walker
chr1	231829568	231865213	WW->WC	2	ERR2266045.mdup	filt-walker
chr1	243323563	243371378	WC->CC	2	ERR2266045.mdup	filt-walker
chr2	70131431	70136968	WC->WW	2	ERR2266045.mdup	filt-walker
chr2	190003571	190077932	WW->WC	2	ERR2266045.mdup	filt-walker
chr3	42239064	42271612	WC->CC	2	ERR2266045.mdup	filt-walker
chr3	106135101	106198260	CC->WC	2	ERR2266045.mdup	filt-walker
chr3	144894302	144922231	WC->WW	2	ERR2266045.mdup	filt-walker
chr4	83069377	83139489	WC->CC	2	ERR2266045.mdup	filt-walker
chr4	124957943	125025423	CC->WC	2	ERR2266045.mdup	filt-walker
chr5	55490877	55520715	WC->CC	2	ERR2266045.mdup	filt-walker
chr8	61365708	61376551	WC->CC	2	ERR2266045.mdup	filt-walker
chr8	90341841	90468069	CC->WC	2	ERR2266045.mdup	filt-walker
chr8	108080000	108280000	WC->WW	2	ERR2266045.mdup	filt-200k
chr9	36078247	36086939	CC->WC	2	ERR2266045.mdup	filt-walker
chr10	73992239	74018249	CC->WC	2	ERR2266045.mdup	filt-walker
chr11	12167173	12198451	WW->WC	2	ERR2266045.mdup	filt-walker
chr11	122110426	122140773	WC->WW	2	ERR2266045.mdup	filt-walker
chr15	72360000	72680000	WC->CC	2	ERR2266045.mdup	filt-320k
chr2	26655481	26676620	WW->WC	2	ERR2266046.mdup	filt-walker
chr2	195568088	195594263	WC->WW	2	ERR2266046.mdup	filt-walker
chr3	34679821	34686069	WC->WW	2	ERR2266046.mdup	filt-walker
chr4	88844883	88859420	WC->WW	2	ERR2266046.mdup	filt-walker
chr4	112038968	112056881	WW->WC	2	ERR2266046.mdup	filt-walker
chr4	144451895	144516204	WC->CC	2	ERR2266046.mdup	filt-walker
chr5	120653778	120686462	WW->WC	2	ERR2266046.mdup	filt-walker
chr7	48366681	48404188	WC->WW	2	ERR2266046.mdup	filt-walker
chr8	12549315	12554968	WC->WW	2	ERR2266046.mdup	filt-walker
chr8	85537552	85655825	WW->WC	2	ERR2266046.mdup	filt-walker
chr10	61221710	61257350	WW->WC	2	ERR2266046.mdup	filt-walker
chr14	67041765	67057467	CC->WC	2	ERR2266046.mdup	filt-walker
chr17	28758619	28774359	WW->WC	2	ERR2266046.mdup	filt-walker
chr1	89464286	89474006	WC->CC	2	ERR2266047.mdup	filt-walker
chr2	89762692	89762924	CC->WC	2	ERR2266047.mdup	filt-walker
chr2	211702113	211726807	WC->WW	2	ERR2266047.mdup	filt-walker
chr3	28730738	28772049	CC->WC	2	ERR2266047.mdup	filt-walker
chr3	56954589	56954596	WC->WW	2	ERR2266047.mdup	filt-walker
chr3	75750999	75753192	WW->WC	2	ERR2266047.mdup	filt-walker
chr3	115632114	115700028	WC->WW	2	ERR2266047.mdup	filt-walker
chr4	109262855	109270530	WW->WC	2	ERR2266047.mdup	filt-walker
chr5	124905558	124926836	WW->WC	2	ERR2266047.mdup	filt-walker
chr6	16983647	16986105	WW->WC	2	ERR2266047.mdup	filt-walker
chr6	36940993	36946738	WC->CC	2	ERR2266047.mdup	filt-walker
chr7	108875977	108893953	CC->WC	2	ERR2266047.mdup	filt-walker
chr8	74113740	74144767	WW->WC	2	ERR2266047.mdup	filt-walker
chr10	86986978	87019115	CC->WC	2	ERR2266047.mdup	filt-walker
chr11	78905518	78937424	WC->CC	2	ERR2266047.mdup	filt-walker
chr13	38951763	38962706	CC->WC	2	ERR2266047.mdup	filt-walker
chr14	57000647	57009072	CC->WC	2	ERR2266047.mdup	filt-walker
chr16	34034284	34065903	WW->WC	2	ERR2266047.mdup	filt-walker
chr1	86760657	86762685	WW->WC	2	ERR2266048.mdup	filt-walker
chr1	162463932	162463968	WC->CC	2	ERR2266048.mdup	filt-walker
chr1	198818968	198826236	CC->WC	2	ERR2266048.mdup	filt-walker
chr1	227844886	227845365	WC->WW	2	ERR2266048.mdup	filt-walker
chr2	87336544	87341089	CC->WC	2	ERR2266048.mdup	filt-walker
chr2	111598033	111618776	WC->CC	2	ERR2266048.mdup	filt-walker
chr3	64559989	64576188	CC->WC	2	ERR2266048.mdup	filt-walker
chr3	78281185	78312597	WC->CC	2	ERR2266048.mdup	filt-walker
chr3	178463327	178469299	CC->WC	2	ERR2266048.mdup	filt-walker
chr4	54231563	54231758	CC->WC	2	ERR2266048.mdup	filt-walker
chr4	83679975	83728106	WC->WW	2	ERR2266048.mdup	filt-walker
chr4	161912354	161916400	WW->WC	2	ERR2266048.mdup	filt-walker
chr6	27007554	27033728	CC->WC	2	ERR2266048.mdup	filt-walker
chr6	134474552	134475668	WC->CC	2	ERR2266048.mdup	filt-walker
chr7	49416862	49430848	WC->CC	2	ERR2266048.mdup	filt-walker
chr8	84549375	84578135	CC->WC	2	ERR2266048.mdup	filt-walker
chr8	122939467	122952163	WC->CC	2	ERR2266048.mdup	filt-walker
chr9	69806794	69829073	CC->WC	2	ERR2266048.mdup	filt-walker
chr10	17835909	17851818	WC->WW	2	ERR2266048.mdup	filt-walker
chr10	99266360	99312967	WW->WC	2	ERR2266048.mdup	filt-walker
chr12	25016344	25054289	WC->CC	2	ERR2266048.mdup	filt-walker
chr16	29843366	29843420	WW->WC	2	ERR2266048.mdup	filt-walker
chr18	34480000	34680000	WC->WW	2	ERR2266048.mdup	filt-200k
chr1	218588854	218590661	WW->WC	2	ERR2266049.mdup	filt-walker
chr2	27926289	27978244	WC->CC	2	ERR2266049.mdup	filt-walker
chr2	53079993	53128356	CC->WC	2	ERR2266049.mdup	filt-walker
chr2	127593263	127593551	WC->CC	2	ERR2266049.mdup	filt-walker
chr6	57322669	57355431	WC->CC	2	ERR2266049.mdup	filt-walker
chr6	119717395	119725246	CC->WC	2	ERR2266049.mdup	filt-walker
chr6	155072525	155095015	WC->WW	2	ERR2266049.mdup	filt-walker
chr7	92036583	92100699	CC->WC	2	ERR2266049.mdup	filt-walker
chr7	134404711	134416241	WC->WW	2	ERR2266049.mdup	filt-walker
chr8	28417058	28481239	WC->CC	2	ERR2266049.mdup	filt-walker
chr8	61378375	61402582	CC->WC	2	ERR2266049.mdup	filt-walker
chr9	99221626	99227979	WC->CC	2	ERR2266049.mdup	filt-walker
chr11	96157130	96157377	WW->WC	2	ERR2266049.mdup	filt-walker
chr15	54601890	54615288	CC->WC	2	ERR2266049.mdup	filt-walker
chr1	62689122	62694727	CC->WC	2	ERR2266050.mdup	filt-walker
chr1	100358407	100415010	WC->CC	2	ERR2266050.mdup	filt-walker
chr1	151587392	151706144	CC->WC	2	ERR2266050.mdup	filt-walker
chr1	226981681	227033685	WC->WW	2	ERR2266050.mdup	filt-walker
chr2	91525698	91527574	WC->WW	2	ERR2266050.mdup	filt-walker
chr2	199586758	199586892	WW->WC	2	ERR2266050.mdup	filt-walker
chr3	96436748	96576008	WC->WW	2	ERR2266050.mdup	filt-walker
chr4	42190993	42218990	CC->WC	2	ERR2266050.mdup	filt-walker
chr4	101874599	101914310	WC->CC	2	ERR2266050.mdup	filt-walker
chr4	172003089	172017260	CC->WC	2	ERR2266050.mdup	filt-walker
chr5	87266718	87277288	WC->WW	2	ERR2266050.mdup	filt-walker
chr6	89216524	89230569	WC->WW	2	ERR2266050.mdup	filt-walker
chr6	151654585	151703115	WW->WC	2	ERR2266050.mdup	filt-walker
chr8	94474781	94521941	WW->WC	2	ERR2266050.mdup	filt-walker
chr10	36135151	36142124	WW->WC	2	ERR2266050.mdup	filt-walker
chr15	69527593	69540226	CC->WC	2	ERR2266050.mdup	filt-walker
chr16	64309645	64315989	WC->WW	2	ERR2266050.mdup	filt-walker
chr1	63271647	63286520	WC->CC	2	ERR2266051.mdup	filt-walker
chr1	98765955	98784339	CC->WC	2	ERR2266051.mdup	filt-walker
chr1	158204093	158212001	WC->CC	2	ERR2266051.mdup	filt-walker
chr1	180379099	180402096	CC->WC	2	ERR2266051.mdup	filt-walker
chr2	132397857	132417753	WC->CC	2	ERR2266051.mdup	filt-walker
chr2	188944178	189002993	CC->WC	2	ERR2266051.mdup	filt-walker
chr3	17572382	17572464	WW->WC	2	ERR2266051.mdup	filt-walker
chr3	99349831	99393379	WC->WW	2	ERR2266051.mdup	filt-walker
chr3	156728381	156735683	WW->WC	2	ERR2266051.mdup	filt-walker
chr4	38064181	38072023	WW->WC	2	ERR2266051.mdup	filt-walker
chr4	151049091	151076086	WC->CC	2	ERR2266051.mdup	filt-walker
chr5	39464715	39481055	WC->CC	2	ERR2266051.mdup	filt-walker
chr5	147509314	147565722	CC->WC	2	ERR2266051.mdup	filt-walker
chr6	31270855	31271112	WW->WC	2	ERR2266051.mdup	filt-walker
chr6	145789613	145801713	WC->WW	2	ERR2266051.mdup	filt-walker
chr8	54902664	54914346	WW->WC	2	ERR2266051.mdup	filt-walker
chr8	96691251	96732300	WC->WW	2	ERR2266051.mdup	filt-walker
chr9	73380424	73380502	WC->CC	2	ERR2266051.mdup	filt-walker
chr9	113296702	113297584	CC->WC	2	ERR2266051.mdup	filt-walker
chr11	60740578	60750391	WC->WW	2	ERR2266051.mdup	filt-walker
chr16	52975614	53016173	WC->CC	2	ERR2266051.mdup	filt-walker
chr1	59611140	59624666	WC->WW	2	ERR2266052.mdup	filt-walker
chr1	117604800	117609840	WW->WC	2	ERR2266052.mdup	filt-walker
chr1	154033548	154057661	WC->WW	2	ERR2266052.mdup	filt-walker
chr1	220785752	220791839	WW->WC	2	ERR2266052.mdup	filt-walker
chr2	73184582	73191269	WC->WW	2	ERR2266052.mdup	filt-walker
chr2	101203157	101234446	WW->WC	2	ERR2266052.mdup	filt-walker
chr4	52044872	52051332	CC->WC	2	ERR2266052.mdup	filt-walker
chr4	88693762	88698228	WC->WW	2	ERR2266052.mdup	filt-walker
chr6	41059616	41061747	WC->CC	2	ERR2266052.mdup	filt-walker
chr6	82232210	82243507	CC->WC	2	ERR2266052.mdup	filt-walker
chr7	48529189	48549128	WC->WW	2	ERR2266052.mdup	filt-walker
chr7	66142164	66151137	WW->WC	2	ERR2266052.mdup	filt-walker
chr11	57739327	57776519	CC->WC	2	ERR2266052.mdup	filt-walker
chr18	51051721	51078305	WC->WW	2	ERR2266052.mdup	filt-walker
